request_id,requested_date,scheduled_date,completed_date,waiting_hours_to_schedule,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-001453,2025-10-15,2025-10-15,,16.5,0.69,72,True
REQ-001454,2025-10-16,2025-10-16,,18.3,0.76,185,True
REQ-001455,2025-10-16,2025-10-17,2025-10-17,41.0,1.71,218,True
REQ-001456,2025-10-16,2025-10-16,,17.2,0.71,94,True
REQ-001457,2025-10-16,2025-10-16,2025-10-16,6.4,0.27,72,True
REQ-001458,2025-10-16,2025-10-17,,31.3,1.3,168,True
REQ-001459,2025-10-16,2025-10-17,2025-10-17,28.9,1.21,168,True
REQ-001460,2025-10-16,2025-10-17,,30.7,1.28,218,True
REQ-001462,2025-10-16,2025-10-18,,51.2,2.13,168,True
REQ-001464,2025-10-16,2025-10-17,2025-10-17,39.3,1.64,72,True
REQ-001465,2025-10-16,2025-10-16,,19.4,0.81,72,True
REQ-001467,2025-10-16,2025-10-16,2025-10-16,21.3,0.89,218,True
REQ-001468,2025-10-16,2025-10-19,,92.1,3.84,185,True
REQ-001469,2025-10-16,2025-10-16,2025-10-16,14.5,0.6,168,True
REQ-001470,2025-10-16,2025-10-16,,17.7,0.74,168,True
REQ-001471,2025-10-16,2025-10-16,,3.8,0.16,168,True
REQ-001472,2025-10-16,2025-10-17,2025-10-17,36.7,1.53,185,True
REQ-001474,2025-10-16,2025-10-17,,45.4,1.89,94,True
REQ-001475,2025-10-17,2025-10-17,,9.7,0.4,72,True
REQ-001476,2025-10-17,2025-10-19,,62.7,2.61,168,True
REQ-001477,2025-10-17,2025-10-19,2025-10-19,49.9,2.08,168,True
REQ-001478,2025-10-17,2025-10-17,,20.9,0.87,218,True
REQ-001479,2025-10-17,2025-10-18,2025-10-18,41.6,1.73,79,True
REQ-001480,2025-10-17,2025-10-18,2025-10-18,33.5,1.4,31,False
REQ-001481,2025-10-17,2025-10-17,2025-10-17,16.0,0.66,168,True
REQ-001483,2025-10-17,2025-10-17,2025-10-17,7.6,0.32,94,True
REQ-001484,2025-10-17,2025-10-17,,4.4,0.18,168,True
REQ-001485,2025-10-17,2025-10-18,,32.1,1.34,79,True
REQ-001486,2025-10-17,2025-10-18,2025-10-18,28.0,1.16,72,True
REQ-001487,2025-10-17,2025-10-21,2025-10-21,111.4,4.64,218,True
REQ-001488,2025-10-17,2025-10-19,2025-10-19,48.6,2.03,94,True
REQ-001490,2025-10-17,2025-10-18,,44.4,1.85,79,True
REQ-001491,2025-10-17,2025-10-18,2025-10-18,35.3,1.47,168,True
REQ-001492,2025-10-17,2025-10-17,2025-10-17,6.6,0.27,218,True
REQ-001493,2025-10-17,2025-10-17,,9.3,0.39,31,True
REQ-001494,2025-10-17,2025-10-22,2025-10-22,140.9,5.87,218,True
REQ-001495,2025-10-17,2025-10-20,,87.3,3.64,168,True
REQ-001496,2025-10-17,2025-10-17,,14.1,0.59,94,True
REQ-001497,2025-10-17,2025-10-17,,16.2,0.68,72,True
REQ-001498,2025-10-17,2025-10-17,,20.6,0.86,72,True
REQ-001499,2025-10-17,2025-10-18,2025-10-18,36.3,1.51,72,True
REQ-001500,2025-10-17,2025-10-17,,12.7,0.53,218,True
REQ-001501,2025-10-18,2025-10-18,2025-10-18,17.7,0.74,185,True
REQ-001502,2025-10-18,2025-10-19,2025-10-19,37.9,1.58,26,False
REQ-001503,2025-10-18,2025-10-19,2025-10-19,28.1,1.17,168,True
REQ-001504,2025-10-18,2025-10-19,,39.8,1.66,72,True
REQ-001505,2025-10-19,2025-10-20,,36.3,1.51,94,True
REQ-001506,2025-10-19,2025-10-19,,13.7,0.57,4,False
REQ-001507,2025-10-19,2025-10-21,,64.7,2.7,185,True
REQ-001508,2025-10-19,2025-10-21,2025-10-21,55.2,2.3,94,True
REQ-001509,2025-10-19,2025-10-21,2025-10-21,48.5,2.02,24,False
REQ-001510,2025-10-19,2025-10-20,2025-10-20,47.8,1.99,79,True
REQ-001512,2025-10-19,2025-10-20,2025-10-20,26.3,1.09,168,True
REQ-001513,2025-10-19,2025-10-21,2025-10-21,66.9,2.79,168,True
REQ-001514,2025-10-20,2025-10-20,,12.9,0.54,168,True
REQ-001515,2025-10-20,2025-10-20,2025-10-20,8.1,0.34,79,True
REQ-001516,2025-10-20,2025-10-20,,16.3,0.68,218,True
REQ-001517,2025-10-20,2025-10-21,,42.6,1.78,218,True
REQ-001518,2025-10-20,2025-10-20,2025-10-20,4.7,0.19,72,True
REQ-001519,2025-10-20,2025-10-20,,20.8,0.87,72,True
REQ-001520,2025-10-20,2025-10-21,2025-10-21,32.7,1.36,31,False
REQ-001521,2025-10-20,2025-10-20,,9.1,0.38,31,True
REQ-001522,2025-10-20,2025-10-21,2025-10-21,32.6,1.36,94,True
REQ-001523,2025-10-20,2025-10-20,2025-10-20,16.2,0.68,24,True
REQ-001524,2025-10-20,2025-10-21,,41.7,1.74,185,True
REQ-001525,2025-10-20,2025-10-20,2025-10-20,5.0,0.21,4,False
REQ-001526,2025-10-20,2025-10-20,,10.6,0.44,4,False
REQ-001528,2025-10-20,2025-10-21,,35.9,1.49,185,True
REQ-001529,2025-10-20,2025-10-21,2025-10-21,43.9,1.83,185,True
REQ-001530,2025-10-20,2025-10-21,2025-10-21,43.9,1.83,168,True
REQ-001531,2025-10-20,2025-10-20,2025-10-20,17.1,0.71,24,True
REQ-001532,2025-10-20,2025-10-20,2025-10-20,14.5,0.61,72,True
REQ-001533,2025-10-20,2025-10-20,,12.1,0.5,185,True
REQ-001534,2025-10-20,2025-10-22,2025-10-22,60.2,2.51,218,True
REQ-001535,2025-10-20,2025-10-21,2025-10-21,25.2,1.05,72,True
REQ-001537,2025-10-21,2025-10-21,2025-10-21,8.7,0.36,24,True
REQ-001539,2025-10-21,2025-10-23,2025-10-23,62.3,2.59,218,True
REQ-001540,2025-10-21,2025-10-21,,3.5,0.15,218,True
REQ-001541,2025-10-21,2025-10-21,2025-10-21,10.2,0.42,24,True
REQ-001542,2025-10-21,2025-10-22,2025-10-22,24.0,1.0,218,True
REQ-001543,2025-10-21,2025-10-22,2025-10-22,32.1,1.34,94,True
REQ-001544,2025-10-21,2025-10-23,2025-10-23,53.5,2.23,168,True
REQ-001545,2025-10-21,2025-10-24,2025-10-24,82.1,3.42,218,True
REQ-001546,2025-10-21,2025-10-21,2025-10-21,4.7,0.2,168,True
REQ-001548,2025-10-21,2025-10-21,2025-10-21,6.0,0.25,5,False
REQ-001549,2025-10-21,2025-10-21,2025-10-21,7.9,0.33,72,True
REQ-001550,2025-10-21,2025-10-21,2025-10-21,14.3,0.59,218,True
REQ-001551,2025-10-21,2025-10-23,,61.5,2.56,168,True
REQ-001552,2025-10-21,2025-10-21,2025-10-21,16.2,0.68,72,True
REQ-001553,2025-10-21,2025-10-21,2025-10-21,14.3,0.6,218,True
REQ-001554,2025-10-21,2025-10-21,,15.1,0.63,168,True
REQ-001555,2025-10-21,2025-10-21,,13.2,0.55,168,True
REQ-001557,2025-10-21,2025-10-22,2025-10-22,42.5,1.77,218,True
REQ-001558,2025-10-21,2025-10-21,2025-10-21,8.2,0.34,72,True
REQ-001559,2025-10-22,2025-10-22,2025-10-22,11.4,0.47,26,True
REQ-001560,2025-10-22,2025-10-22,,7.3,0.3,72,True
REQ-001561,2025-10-22,2025-10-22,,12.1,0.51,168,True
REQ-001562,2025-10-22,2025-10-22,2025-10-22,19.1,0.8,185,True
REQ-001563,2025-10-22,2025-10-24,,65.0,2.71,168,True
REQ-001565,2025-10-22,2025-10-22,,21.7,0.91,24,True
REQ-001566,2025-10-22,2025-10-25,,72.4,3.02,185,True
REQ-001567,2025-10-22,2025-10-22,,13.3,0.55,185,True
REQ-001568,2025-10-22,2025-10-22,2025-10-22,23.6,0.98,4,False
REQ-001569,2025-10-22,2025-10-23,2025-10-23,30.1,1.26,72,True
REQ-001570,2025-10-22,2025-10-22,2025-10-22,14.8,0.61,24,True
REQ-001571,2025-10-22,2025-10-23,2025-10-23,26.0,1.08,94,True
REQ-001572,2025-10-23,2025-10-23,2025-10-23,20.1,0.84,79,True
REQ-001573,2025-10-23,2025-10-26,,75.2,3.13,185,True
REQ-001574,2025-10-23,2025-10-23,2025-10-23,6.5,0.27,24,True
REQ-001575,2025-10-23,2025-10-26,,92.6,3.86,168,True
REQ-001576,2025-10-23,2025-10-27,,108.3,4.51,79,False
REQ-001577,2025-10-23,2025-10-23,2025-10-23,20.5,0.85,94,True
REQ-001578,2025-10-23,2025-10-26,2025-10-26,84.2,3.51,185,True
REQ-001579,2025-10-23,2025-10-23,2025-10-23,22.3,0.93,185,True
REQ-001580,2025-10-23,2025-10-25,2025-10-25,72.0,3.0,79,True
REQ-001581,2025-10-23,2025-10-24,,41.3,1.72,168,True
REQ-001583,2025-10-23,2025-10-25,2025-10-25,64.0,2.67,94,True
REQ-001584,2025-10-23,2025-10-24,,28.5,1.19,168,True
REQ-001585,2025-10-23,2025-10-24,,37.6,1.57,72,True
REQ-001586,2025-10-23,2025-10-24,2025-10-24,35.1,1.46,168,True
REQ-001587,2025-10-23,2025-10-26,,87.5,3.64,168,True
REQ-001588,2025-10-23,2025-10-23,2025-10-23,16.9,0.7,218,True
REQ-001589,2025-10-23,2025-10-23,2025-10-23,13.8,0.58,94,True
REQ-001590,2025-10-23,2025-10-24,,29.0,1.21,168,True
REQ-001591,2025-10-23,2025-10-23,,18.6,0.78,168,True
REQ-001592,2025-10-23,2025-10-28,2025-10-28,141.5,5.9,168,True
REQ-001593,2025-10-23,2025-10-25,2025-10-25,55.6,2.32,185,True
REQ-001594,2025-10-23,2025-10-24,,40.7,1.69,185,True
REQ-001597,2025-10-24,2025-10-26,2025-10-26,59.7,2.49,185,True
REQ-001598,2025-10-24,2025-10-24,,16.0,0.67,24,True
REQ-001599,2025-10-24,2025-10-25,,42.0,1.75,94,True
REQ-001600,2025-10-24,2025-10-26,,70.1,2.92,218,True
REQ-001601,2025-10-24,2025-10-24,,10.6,0.44,94,True
REQ-001602,2025-10-24,2025-10-24,2025-10-24,8.4,0.35,185,True
REQ-001603,2025-10-24,2025-10-24,,15.7,0.65,94,True
REQ-001604,2025-10-24,2025-10-25,2025-10-25,42.7,1.78,185,True
REQ-001605,2025-10-24,2025-10-25,2025-10-25,28.8,1.2,79,True
REQ-001606,2025-10-24,2025-10-25,2025-10-25,27.0,1.13,4,False
REQ-001608,2025-10-24,2025-10-25,2025-10-25,28.8,1.2,168,True
REQ-001609,2025-10-24,2025-10-27,,80.4,3.35,185,True
REQ-001611,2025-10-24,2025-10-24,,10.9,0.45,185,True
REQ-001612,2025-10-24,2025-10-25,,35.9,1.5,94,True
REQ-001613,2025-10-24,2025-10-24,2025-10-24,19.2,0.8,24,True
REQ-001614,2025-10-24,2025-10-25,,35.0,1.46,79,True
REQ-001615,2025-10-24,2025-10-25,2025-10-25,43.7,1.82,94,True
REQ-001616,2025-10-24,2025-10-24,2025-10-24,21.7,0.9,31,True
REQ-001617,2025-10-24,2025-10-24,2025-10-24,22.6,0.94,72,True
REQ-001618,2025-10-25,2025-10-30,,120.6,5.03,218,True
REQ-001619,2025-10-25,2025-10-25,2025-10-25,23.8,0.99,26,True
REQ-001620,2025-10-25,2025-10-25,2025-10-25,17.8,0.74,218,True
REQ-001621,2025-10-25,2025-10-26,2025-10-26,27.9,1.16,72,True
REQ-001622,2025-10-25,2025-10-26,2025-10-26,41.8,1.74,72,True
REQ-001623,2025-10-25,2025-10-25,2025-10-25,11.7,0.49,31,True
REQ-001624,2025-10-25,2025-10-25,2025-10-25,10.9,0.45,5,False
REQ-001625,2025-10-25,2025-10-28,,72.0,3.0,185,True
REQ-001626,2025-10-25,2025-10-26,2025-10-26,28.5,1.19,168,True
REQ-001627,2025-10-25,2025-10-25,2025-10-25,10.8,0.45,4,False
REQ-001628,2025-10-25,2025-10-26,2025-10-26,40.5,1.69,31,False
REQ-001629,2025-10-25,2025-10-25,2025-10-25,15.2,0.63,218,True
REQ-001630,2025-10-25,2025-10-26,2025-10-26,36.6,1.53,79,True
REQ-001631,2025-10-26,2025-10-26,,22.1,0.92,218,True
REQ-001633,2025-10-26,2025-10-26,,17.7,0.74,72,True
REQ-001634,2025-10-26,2025-10-26,,9.3,0.39,4,False
REQ-001635,2025-10-26,2025-10-26,2025-10-26,11.8,0.49,24,True
REQ-001636,2025-10-26,2025-10-26,,12.0,0.5,168,True
REQ-001637,2025-10-26,2025-10-28,,58.9,2.46,168,True
REQ-001638,2025-10-27,2025-10-27,,18.1,0.75,94,True
REQ-001639,2025-10-27,2025-10-27,,6.1,0.26,4,False
REQ-001640,2025-10-27,2025-10-27,2025-10-27,12.1,0.5,72,True
REQ-001641,2025-10-27,2025-10-27,,4.7,0.19,168,True
REQ-001643,2025-10-27,2025-10-28,,26.5,1.1,218,True
REQ-001644,2025-10-27,2025-10-30,2025-10-30,79.3,3.3,94,True
REQ-001645,2025-10-27,2025-10-29,2025-10-29,67.6,2.81,218,True
REQ-001646,2025-10-27,2025-10-27,2025-10-27,14.3,0.59,218,True
REQ-001647,2025-10-27,2025-10-27,,17.3,0.72,168,True
REQ-001648,2025-10-27,2025-10-27,2025-10-27,15.1,0.63,24,True
REQ-001649,2025-10-27,2025-10-27,,19.5,0.81,72,True
REQ-001650,2025-10-27,2025-10-27,,2.4,0.1,94,True
REQ-001651,2025-10-27,2025-10-27,2025-10-27,22.4,0.93,168,True
REQ-001653,2025-10-28,2025-10-28,2025-10-28,18.2,0.76,5,False
REQ-001654,2025-10-28,2025-10-29,2025-10-29,40.7,1.69,168,True
REQ-001655,2025-10-28,2025-10-28,2025-10-28,11.3,0.47,168,True
REQ-001656,2025-10-28,2025-10-28,2025-10-28,8.5,0.35,24,True
REQ-001657,2025-10-28,2025-10-28,2025-10-28,15.0,0.63,79,True
REQ-001658,2025-10-28,2025-10-28,2025-10-28,11.0,0.46,31,True
REQ-001659,2025-10-28,2025-10-29,2025-10-29,37.3,1.55,218,True
REQ-001660,2025-10-28,2025-10-28,,17.4,0.73,94,True
REQ-001661,2025-10-28,2025-10-28,2025-10-28,7.0,0.29,5,False
REQ-001662,2025-10-28,2025-11-01,2025-11-01,104.1,4.34,185,True
REQ-001663,2025-10-28,2025-10-29,2025-10-29,31.1,1.29,79,True
REQ-001664,2025-10-28,2025-10-29,,28.0,1.17,185,True
REQ-001665,2025-10-28,2025-10-28,,10.7,0.44,168,True
REQ-001666,2025-10-28,2025-10-28,2025-10-28,8.3,0.35,5,False
REQ-001667,2025-10-28,2025-10-28,2025-10-28,11.4,0.47,4,False
REQ-001668,2025-10-28,2025-10-28,2025-10-28,10.6,0.44,24,True
REQ-001669,2025-10-28,2025-10-28,,11.8,0.49,218,True
REQ-001670,2025-10-28,2025-10-28,2025-10-28,11.1,0.46,185,True
REQ-001671,2025-10-28,2025-10-28,2025-10-28,14.0,0.58,24,True
REQ-001672,2025-10-28,2025-10-28,2025-10-28,16.7,0.7,79,True
REQ-001674,2025-10-28,2025-10-29,2025-10-29,43.0,1.79,218,True
REQ-001676,2025-10-28,2025-10-29,2025-10-29,30.6,1.27,185,True
REQ-001677,2025-10-28,2025-10-28,2025-10-28,17.8,0.74,31,True
REQ-001678,2025-10-28,2025-10-28,2025-10-28,15.7,0.65,79,True
REQ-001679,2025-10-28,2025-10-28,2025-10-28,22.2,0.93,26,True
REQ-001680,2025-10-28,2025-10-30,2025-10-30,59.5,2.48,218,True
REQ-001681,2025-10-28,2025-10-28,2025-10-28,6.0,0.25,185,True
REQ-001682,2025-10-28,2025-10-29,2025-10-29,37.8,1.57,72,True
REQ-001683,2025-10-28,2025-10-28,2025-10-28,15.9,0.66,185,True
REQ-001684,2025-10-28,2025-10-29,,28.7,1.2,72,True
REQ-001685,2025-10-28,2025-10-29,2025-10-29,27.4,1.14,94,True
REQ-001686,2025-10-28,2025-10-30,2025-10-30,49.7,2.07,218,True
REQ-001687,2025-10-28,2025-10-28,,6.2,0.26,168,True
REQ-001688,2025-10-29,2025-11-03,,126.9,5.29,185,True
REQ-001689,2025-10-29,2025-10-29,2025-10-29,11.7,0.49,31,True
REQ-001690,2025-10-29,2025-10-29,,16.4,0.68,168,True
REQ-001691,2025-10-29,2025-10-30,2025-10-30,46.9,1.95,168,True
REQ-001692,2025-10-29,2025-10-29,2025-10-29,23.9,1.0,79,True
REQ-001693,2025-10-29,2025-10-29,2025-10-29,22.4,0.93,94,True
REQ-001694,2025-10-29,2025-11-01,,89.5,3.73,185,True
REQ-001695,2025-10-29,2025-10-30,2025-10-30,29.8,1.24,94,True
REQ-001696,2025-10-29,2025-10-29,2025-10-29,21.3,0.89,72,True
REQ-001697,2025-10-29,2025-10-30,2025-10-30,37.9,1.58,72,True
REQ-001698,2025-10-29,2025-10-31,2025-10-31,58.5,2.44,218,True
REQ-001700,2025-10-29,2025-10-29,,21.4,0.89,168,True
REQ-001701,2025-10-29,2025-10-29,,15.9,0.66,4,False
REQ-001703,2025-10-29,2025-10-29,2025-10-29,13.2,0.55,31,True
REQ-001704,2025-10-29,2025-10-29,2025-10-29,14.6,0.61,72,True
REQ-001705,2025-10-29,2025-10-30,2025-10-30,32.7,1.36,168,True
REQ-001706,2025-10-30,2025-10-30,2025-10-30,19.6,0.82,24,True
REQ-001707,2025-10-30,2025-10-30,2025-10-30,12.4,0.52,72,True
REQ-001708,2025-10-30,2025-10-30,2025-10-30,10.9,0.45,24,True
REQ-001709,2025-10-30,2025-10-31,,37.7,1.57,218,True
REQ-001710,2025-10-30,2025-10-31,2025-10-31,28.2,1.17,94,True
REQ-001712,2025-10-30,2025-11-01,,70.9,2.96,94,True
REQ-001714,2025-10-30,2025-10-31,,46.1,1.92,168,True
REQ-001715,2025-10-30,2025-11-01,2025-11-01,49.0,2.04,72,True
REQ-001716,2025-10-30,2025-10-30,2025-10-30,16.7,0.7,5,False
REQ-001717,2025-10-30,2025-10-30,2025-10-30,20.8,0.87,72,True
REQ-001718,2025-10-30,2025-10-30,,20.9,0.87,168,True
REQ-001719,2025-10-30,2025-11-02,,75.8,3.16,72,False
REQ-001720,2025-10-30,2025-10-31,,46.8,1.95,94,True
REQ-001721,2025-10-30,2025-10-30,2025-10-30,23.5,0.98,72,True
REQ-001722,2025-10-30,2025-10-30,,21.4,0.89,185,True
REQ-001723,2025-10-30,2025-11-01,2025-11-01,64.8,2.7,218,True
REQ-001724,2025-10-30,2025-11-03,,111.9,4.66,185,True
REQ-001726,2025-10-30,2025-10-30,,18.1,0.76,218,True
REQ-001727,2025-10-31,2025-10-31,,3.9,0.16,24,True
REQ-001728,2025-10-31,2025-11-01,2025-11-01,30.6,1.28,185,True
REQ-001729,2025-10-31,2025-10-31,2025-10-31,2.9,0.12,218,True
REQ-001730,2025-10-31,2025-10-31,,1.1,0.05,72,True
REQ-001731,2025-10-31,2025-11-01,2025-11-01,24.8,1.03,24,False
REQ-001732,2025-10-31,2025-10-31,2025-10-31,11.8,0.49,5,False
REQ-001733,2025-10-31,2025-10-31,2025-10-31,3.9,0.16,24,True
REQ-001734,2025-10-31,2025-11-01,2025-11-01,33.6,1.4,168,True
REQ-001735,2025-10-31,2025-10-31,,7.3,0.3,26,True
REQ-001736,2025-10-31,2025-11-02,,55.8,2.33,168,True
REQ-001737,2025-10-31,2025-11-01,2025-11-01,44.5,1.85,94,True
REQ-001738,2025-10-31,2025-10-31,2025-10-31,22.2,0.92,26,True
REQ-001739,2025-10-31,2025-11-02,2025-11-02,58.6,2.44,168,True
REQ-001740,2025-10-31,2025-10-31,2025-10-31,23.1,0.96,72,True
REQ-001741,2025-10-31,2025-11-01,2025-11-01,25.4,1.06,185,True
REQ-001742,2025-10-31,2025-11-01,2025-11-01,35.7,1.49,72,True
REQ-001743,2025-10-31,2025-11-01,,35.5,1.48,168,True
REQ-001744,2025-10-31,2025-10-31,,10.8,0.45,31,True
REQ-001745,2025-10-31,2025-11-02,2025-11-02,69.6,2.9,72,True
REQ-001746,2025-10-31,2025-11-06,2025-11-06,160.3,6.68,218,True
REQ-001747,2025-10-31,2025-11-01,2025-11-01,42.7,1.78,31,False
REQ-001748,2025-10-31,2025-11-02,2025-11-02,57.4,2.39,218,True
REQ-001749,2025-10-31,2025-10-31,,2.9,0.12,72,True
REQ-001750,2025-11-01,2025-11-03,,49.1,2.04,168,True
REQ-001751,2025-11-01,2025-11-02,2025-11-02,25.0,1.04,218,True
REQ-001752,2025-11-01,2025-11-03,,48.6,2.02,168,True
REQ-001753,2025-11-01,2025-11-02,2025-11-02,29.1,1.21,168,True
REQ-001754,2025-11-01,2025-11-01,2025-11-01,19.9,0.83,168,True
REQ-001755,2025-11-01,2025-11-01,,21.0,0.87,168,True
REQ-001756,2025-11-01,2025-11-02,2025-11-02,33.2,1.38,185,True
REQ-001757,2025-11-02,2025-11-04,,51.3,2.14,31,False
REQ-001758,2025-11-02,2025-11-03,,41.1,1.71,79,True
REQ-001759,2025-11-02,2025-11-03,,29.0,1.21,168,True
REQ-001760,2025-11-02,2025-11-02,,15.9,0.66,72,True
REQ-001761,2025-11-02,2025-11-02,2025-11-02,16.4,0.68,72,True
REQ-001762,2025-11-02,2025-11-05,2025-11-05,76.0,3.17,218,True
REQ-001763,2025-11-02,2025-11-02,2025-11-02,10.6,0.44,26,True
REQ-001764,2025-11-02,2025-11-02,2025-11-02,19.2,0.8,31,True
REQ-001765,2025-11-02,2025-11-02,2025-11-02,14.3,0.6,168,True
REQ-001766,2025-11-02,2025-11-03,,45.3,1.89,185,True
REQ-001767,2025-11-02,2025-11-02,2025-11-02,14.0,0.58,218,True
REQ-001768,2025-11-03,2025-11-05,2025-11-05,48.7,2.03,24,False
REQ-001769,2025-11-03,2025-11-04,,31.2,1.3,168,True
REQ-001770,2025-11-03,2025-11-05,2025-11-05,59.1,2.46,185,True
REQ-001771,2025-11-03,2025-11-03,,23.5,0.98,31,True
REQ-001772,2025-11-03,2025-11-04,2025-11-04,37.2,1.55,72,True
REQ-001773,2025-11-03,2025-11-03,,6.6,0.28,94,True
REQ-001774,2025-11-03,2025-11-05,2025-11-05,64.3,2.68,168,True
REQ-001775,2025-11-03,2025-11-06,2025-11-06,80.6,3.36,218,True
REQ-001776,2025-11-03,2025-11-04,,27.8,1.16,79,True
REQ-001777,2025-11-03,2025-11-04,2025-11-04,26.5,1.1,218,True
REQ-001778,2025-11-03,2025-11-04,,24.5,1.02,218,True
REQ-001779,2025-11-03,2025-11-04,,37.3,1.55,218,True
REQ-001782,2025-11-03,2025-11-04,,37.8,1.57,185,True
REQ-001783,2025-11-03,2025-11-05,2025-11-05,48.2,2.01,79,True
REQ-001784,2025-11-03,2025-11-04,2025-11-04,27.6,1.15,168,True
REQ-001785,2025-11-03,2025-11-04,2025-11-04,28.0,1.17,218,True
REQ-001786,2025-11-03,2025-11-04,2025-11-04,37.7,1.57,79,True
REQ-001787,2025-11-03,2025-11-06,2025-11-06,74.5,3.1,79,True
REQ-001788,2025-11-03,2025-11-04,2025-11-04,41.2,1.72,31,False
REQ-001789,2025-11-03,2025-11-03,,21.3,0.89,168,True
REQ-001790,2025-11-03,2025-11-04,,43.8,1.83,168,True
REQ-001791,2025-11-03,2025-11-05,2025-11-05,48.2,2.01,218,True
REQ-001792,2025-11-03,2025-11-03,2025-11-03,5.7,0.24,94,True
REQ-001793,2025-11-03,2025-11-03,2025-11-03,13.7,0.57,168,True
REQ-001794,2025-11-03,2025-11-05,2025-11-05,50.0,2.09,94,True
REQ-001795,2025-11-03,2025-11-03,2025-11-03,4.6,0.19,72,True
REQ-001796,2025-11-04,2025-11-07,,88.8,3.7,185,True
REQ-001797,2025-11-04,2025-11-04,2025-11-04,18.7,0.78,94,True
REQ-001798,2025-11-04,2025-11-05,2025-11-05,24.9,1.04,24,False
REQ-001799,2025-11-04,2025-11-04,,8.7,0.36,79,True
REQ-001800,2025-11-04,2025-11-05,2025-11-05,24.9,1.04,218,True
REQ-001801,2025-11-04,2025-11-05,2025-11-05,39.1,1.63,24,False
REQ-001802,2025-11-04,2025-11-04,2025-11-04,12.1,0.51,218,True
REQ-001803,2025-11-04,2025-11-05,2025-11-05,31.7,1.32,218,True
REQ-001804,2025-11-04,2025-11-07,2025-11-07,77.1,3.21,185,True
REQ-001805,2025-11-04,2025-11-06,2025-11-06,64.6,2.69,168,True
REQ-001806,2025-11-04,2025-11-06,,64.8,2.7,185,True
REQ-001807,2025-11-04,2025-11-04,2025-11-04,6.5,0.27,185,True
REQ-001808,2025-11-04,2025-11-05,2025-11-05,35.8,1.49,31,False
REQ-001809,2025-11-04,2025-11-05,,43.8,1.83,185,True
REQ-001810,2025-11-04,2025-11-04,2025-11-04,5.5,0.23,185,True
REQ-001811,2025-11-04,2025-11-04,2025-11-04,6.5,0.27,218,True
REQ-001812,2025-11-04,2025-11-04,,10.2,0.43,72,True
REQ-001814,2025-11-04,2025-11-04,2025-11-04,18.5,0.77,168,True
REQ-001815,2025-11-04,2025-11-05,2025-11-05,24.9,1.04,24,False
REQ-001816,2025-11-04,2025-11-05,,33.6,1.4,185,True
REQ-001817,2025-11-04,2025-11-04,2025-11-04,23.6,0.98,168,True
REQ-001818,2025-11-04,2025-11-05,,41.0,1.71,168,True
REQ-001819,2025-11-04,2025-11-08,2025-11-08,97.5,4.06,79,False
REQ-001820,2025-11-05,2025-11-05,,7.9,0.33,168,True
REQ-001821,2025-11-05,2025-11-06,,41.2,1.72,94,True
REQ-001822,2025-11-05,2025-11-06,2025-11-06,41.1,1.71,79,True
REQ-001823,2025-11-05,2025-11-06,2025-11-06,26.6,1.11,168,True
REQ-001824,2025-11-05,2025-11-05,2025-11-05,4.6,0.19,24,True
REQ-001825,2025-11-05,2025-11-07,,67.0,2.79,168,True
REQ-001827,2025-11-05,2025-11-07,2025-11-07,50.2,2.09,185,True
REQ-001830,2025-11-05,2025-11-05,2025-11-05,2.7,0.11,168,True
REQ-001832,2025-11-05,2025-11-06,,31.1,1.3,94,True
REQ-001833,2025-11-05,2025-11-06,2025-11-06,47.2,1.97,79,True
REQ-001834,2025-11-05,2025-11-08,,78.7,3.28,185,True
REQ-001836,2025-11-06,2025-11-06,,22.8,0.95,168,True
REQ-001837,2025-11-06,2025-11-06,2025-11-06,4.6,0.19,24,True
REQ-001838,2025-11-06,2025-11-06,2025-11-06,23.3,0.97,218,True
REQ-001839,2025-11-06,2025-11-06,,14.4,0.6,168,True
REQ-001840,2025-11-06,2025-11-06,2025-11-06,17.9,0.75,72,True
REQ-001841,2025-11-06,2025-11-12,2025-11-12,155.8,6.49,168,True
REQ-001842,2025-11-06,2025-11-06,2025-11-06,15.7,0.65,168,True
REQ-001843,2025-11-06,2025-11-06,2025-11-06,7.3,0.31,24,True
REQ-001844,2025-11-06,2025-11-08,2025-11-08,60.4,2.52,72,True
REQ-001846,2025-11-06,2025-11-08,,50.5,2.11,168,True
REQ-001847,2025-11-06,2025-11-06,2025-11-06,20.3,0.84,185,True
REQ-001849,2025-11-06,2025-11-07,2025-11-07,30.0,1.25,24,False
REQ-001850,2025-11-06,2025-11-06,2025-11-06,19.1,0.8,72,True
REQ-001851,2025-11-06,2025-11-06,2025-11-06,19.9,0.83,72,True
REQ-001852,2025-11-06,2025-11-10,,117.4,4.89,168,True
REQ-001853,2025-11-06,2025-11-06,2025-11-06,9.6,0.4,4,False
REQ-001854,2025-11-06,2025-11-06,,3.0,0.13,168,True
REQ-001855,2025-11-06,2025-11-09,,80.1,3.34,168,True
REQ-001856,2025-11-06,2025-11-09,,73.5,3.06,185,True
REQ-001857,2025-11-07,2025-11-08,2025-11-08,37.6,1.57,218,True
REQ-001859,2025-11-07,2025-11-07,,3.8,0.16,168,True
REQ-001860,2025-11-07,2025-11-09,2025-11-09,52.2,2.18,185,True
REQ-001861,2025-11-07,2025-11-07,,5.9,0.25,24,True
