request_id,client_id,service_type_id,location_id,requested_date,requested_by,urgency,complexity_score,requested_channel,status,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-002541,CLT-00262,SVC-09,LOC-08,2025-12-15,GP / Clinician,Urgent,99.0,Case Manager,Completed,2.66,31,False
REQ-002542,CLT-00186,SVC-02,LOC-03,2025-12-15,Client,Priority,18.3,Portal,Completed,0.37,72,True
REQ-002543,CLT-00433,SVC-01,LOC-01,2025-12-15,Case Manager,Priority,39.1,Portal,Completed,2.2,72,True
REQ-002544,CLT-00282,SVC-03,LOC-09,2025-12-15,Client,Priority,35.0,Portal,Completed,3.0,94,True
REQ-002545,CLT-00196,SVC-05,LOC-09,2025-12-15,Client,Urgent,59.4,Phone,Completed,1.29,31,True
REQ-002547,CLT-00321,SVC-02,LOC-10,2025-12-15,Family Member,Routine,11.5,Portal,Cancelled,3.07,218,True
REQ-002548,CLT-00369,SVC-03,LOC-05,2025-12-15,Family Member,Routine,34.0,Referral,Completed,1.3,168,True
REQ-002549,CLT-00114,SVC-07,LOC-01,2025-12-15,Client,Routine,24.0,Referral,Completed,3.24,168,True
REQ-002550,CLT-00423,SVC-08,LOC-01,2025-12-15,Family Member,Routine,72.9,Referral,Cancelled,2.45,168,True
REQ-002551,CLT-00392,SVC-01,LOC-04,2025-12-15,Client,Routine,15.2,Phone,Cancelled,0.24,168,True
REQ-002552,CLT-00420,SVC-01,LOC-06,2025-12-15,Case Manager,Urgent,65.1,Phone,Cancelled,1.01,26,True
REQ-002553,CLT-00221,SVC-05,LOC-02,2025-12-15,Case Manager,Emergency,81.5,Referral,Completed,0.67,4,False
REQ-002554,CLT-00194,SVC-01,LOC-09,2025-12-15,GP / Clinician,Routine,55.4,Phone,Completed,1.09,218,True
REQ-002555,CLT-00186,SVC-01,LOC-03,2025-12-15,Family Member,Routine,10.2,Referral,Completed,0.98,168,True
REQ-002556,CLT-00142,SVC-01,LOC-04,2025-12-15,Case Manager,Urgent,46.4,Phone,Completed,0.48,24,True
REQ-002557,CLT-00079,SVC-01,LOC-05,2025-12-15,Case Manager,Priority,16.4,Phone,Completed,0.78,72,True
REQ-002558,CLT-00178,SVC-07,LOC-08,2025-12-15,GP / Clinician,Priority,32.2,Phone,Completed,0.96,94,True
REQ-002559,CLT-00377,SVC-04,LOC-09,2025-12-15,Client,Routine,6.6,Portal,Completed,2.64,218,True
REQ-002560,CLT-00477,SVC-03,LOC-05,2025-12-15,Client,Routine,9.7,Phone,Cancelled,1.14,168,True
REQ-002562,CLT-00094,SVC-01,LOC-06,2025-12-15,Client,Priority,39.0,Referral,Completed,2.07,79,True
REQ-002564,CLT-00123,SVC-05,LOC-09,2025-12-15,Client,Routine,66.2,Referral,Completed,2.04,218,True
REQ-002565,CLT-00251,SVC-03,LOC-07,2025-12-15,GP / Clinician,Priority,62.7,Phone,Cancelled,1.4,79,True
REQ-002566,CLT-00054,SVC-06,LOC-03,2025-12-15,Client,Priority,16.2,Portal,Completed,0.89,72,True
REQ-002567,CLT-00362,SVC-01,LOC-03,2025-12-15,Client,Priority,43.2,Phone,Cancelled,0.81,72,True
REQ-002568,CLT-00325,SVC-01,LOC-07,2025-12-15,Family Member,Routine,35.4,Referral,Completed,0.99,185,True
REQ-002569,CLT-00291,SVC-02,LOC-03,2025-12-15,Family Member,Urgent,19.5,Portal,Completed,1.83,24,False
REQ-002570,CLT-00402,SVC-01,LOC-10,2025-12-15,Family Member,Routine,11.0,Case Manager,Completed,1.82,218,True
REQ-002571,CLT-00470,SVC-03,LOC-03,2025-12-16,GP / Clinician,Routine,38.5,Phone,Completed,1.98,168,True
REQ-002572,CLT-00455,SVC-01,LOC-04,2025-12-16,Family Member,Urgent,86.7,Referral,Scheduled,1.09,24,False
REQ-002574,CLT-00491,SVC-05,LOC-04,2025-12-16,GP / Clinician,Routine,63.5,Portal,Completed,0.14,168,True
REQ-002575,CLT-00317,SVC-02,LOC-09,2025-12-16,Case Manager,Urgent,86.0,Phone,Completed,0.6,31,True
REQ-002576,CLT-00473,SVC-04,LOC-08,2025-12-16,Case Manager,Routine,63.3,Phone,Completed,0.84,218,True
REQ-002577,CLT-00355,SVC-02,LOC-09,2025-12-16,Client,Emergency,40.9,Referral,Cancelled,0.23,5,False
REQ-002578,CLT-00251,SVC-01,LOC-07,2025-12-16,Client,Emergency,63.6,Portal,Completed,2.28,4,False
REQ-002579,CLT-00470,SVC-02,LOC-03,2025-12-16,GP / Clinician,Urgent,39.3,Portal,Completed,0.56,24,True
REQ-002580,CLT-00412,SVC-03,LOC-07,2025-12-16,Family Member,Priority,61.3,Phone,Completed,2.7,79,True
REQ-002581,CLT-00424,SVC-01,LOC-04,2025-12-16,Client,Priority,61.2,Portal,Completed,0.56,72,True
REQ-002582,CLT-00359,SVC-01,LOC-07,2025-12-16,Client,Routine,36.4,Portal,Completed,0.57,185,True
REQ-002584,CLT-00153,SVC-02,LOC-02,2025-12-16,Client,Urgent,20.1,Phone,Cancelled,0.64,24,True
REQ-002585,CLT-00115,SVC-04,LOC-08,2025-12-16,Client,Priority,40.9,Referral,Completed,0.86,94,True
REQ-002586,CLT-00433,SVC-04,LOC-01,2025-12-16,Family Member,Routine,25.3,Referral,Completed,1.25,168,True
REQ-002588,CLT-00043,SVC-03,LOC-03,2025-12-16,Client,Routine,3.1,Portal,Cancelled,1.93,168,True
REQ-002589,CLT-00427,SVC-02,LOC-01,2025-12-17,Case Manager,Urgent,34.3,Portal,Completed,0.45,24,True
REQ-002590,CLT-00180,SVC-05,LOC-08,2025-12-17,Client,Priority,17.3,Phone,Completed,0.36,94,True
REQ-002592,CLT-00168,SVC-08,LOC-02,2025-12-17,Client,Routine,45.7,Phone,Scheduled,0.46,168,True
REQ-002593,CLT-00464,SVC-01,LOC-10,2025-12-17,Case Manager,Priority,12.4,Phone,Completed,1.65,94,True
REQ-002594,CLT-00155,SVC-05,LOC-04,2025-12-17,Family Member,Emergency,87.0,Referral,Completed,0.32,4,False
REQ-002595,CLT-00376,SVC-07,LOC-01,2025-12-17,Family Member,Routine,62.1,Phone,Cancelled,0.89,168,True
REQ-002596,CLT-00038,SVC-03,LOC-01,2025-12-17,Client,Routine,14.9,Phone,Completed,0.54,168,True
REQ-002597,CLT-00425,SVC-09,LOC-02,2025-12-17,Client,Priority,44.7,Phone,Completed,1.12,72,True
REQ-002598,CLT-00136,SVC-02,LOC-01,2025-12-17,Family Member,Priority,41.6,Case Manager,Completed,0.79,72,True
REQ-002599,CLT-00430,SVC-03,LOC-01,2025-12-17,Client,Priority,30.2,Portal,Completed,0.63,72,True
REQ-002600,CLT-00187,SVC-01,LOC-06,2025-12-17,Client,Routine,19.0,Case Manager,Cancelled,1.77,185,True
REQ-002601,CLT-00329,SVC-03,LOC-08,2025-12-17,Client,Routine,33.0,Phone,Completed,1.0,218,True
REQ-002602,CLT-00421,SVC-07,LOC-01,2025-12-17,Client,Routine,18.5,Phone,Cancelled,1.79,168,True
REQ-002603,CLT-00010,SVC-03,LOC-05,2025-12-17,Client,Routine,35.1,Referral,Completed,1.27,168,True
REQ-002605,CLT-00254,SVC-08,LOC-04,2025-12-17,Client,Routine,38.6,Portal,Completed,1.08,168,True
REQ-002606,CLT-00297,SVC-01,LOC-06,2025-12-17,Family Member,Urgent,29.7,Case Manager,Completed,0.99,26,True
REQ-002607,CLT-00337,SVC-07,LOC-06,2025-12-17,Client,Priority,13.5,Portal,Completed,0.82,79,True
REQ-002608,CLT-00490,SVC-06,LOC-08,2025-12-17,Client,Priority,20.7,Referral,Completed,0.55,94,True
REQ-002609,CLT-00195,SVC-05,LOC-08,2025-12-17,Client,Routine,26.7,Portal,Completed,1.34,218,True
REQ-002610,CLT-00203,SVC-05,LOC-01,2025-12-18,Client,Routine,38.2,Case Manager,Cancelled,0.31,168,True
REQ-002611,CLT-00210,SVC-04,LOC-01,2025-12-18,Case Manager,Routine,64.2,Phone,Cancelled,2.87,168,True
REQ-002612,CLT-00236,SVC-02,LOC-04,2025-12-18,Client,Priority,8.3,Referral,Cancelled,1.56,72,True
REQ-002613,CLT-00214,SVC-01,LOC-04,2025-12-18,Client,Priority,15.9,Portal,Completed,1.09,72,True
REQ-002614,CLT-00096,SVC-04,LOC-07,2025-12-18,Case Manager,Urgent,60.3,Phone,Cancelled,0.5,26,True
REQ-002615,CLT-00489,SVC-05,LOC-06,2025-12-18,Client,Routine,16.8,Referral,Completed,0.95,185,True
REQ-002616,CLT-00403,SVC-08,LOC-08,2025-12-18,Client,Urgent,66.5,Portal,Completed,0.26,31,True
REQ-002618,CLT-00101,SVC-01,LOC-04,2025-12-18,Case Manager,Routine,54.2,Case Manager,Cancelled,1.95,168,True
REQ-002619,CLT-00071,SVC-02,LOC-02,2025-12-18,Family Member,Priority,59.8,Portal,Completed,0.46,72,True
REQ-002620,CLT-00140,SVC-08,LOC-02,2025-12-18,Case Manager,Urgent,81.6,Portal,Completed,0.21,24,True
REQ-002621,CLT-00140,SVC-04,LOC-02,2025-12-18,Family Member,Priority,82.7,Phone,Cancelled,1.9,72,True
REQ-002622,CLT-00158,SVC-02,LOC-09,2025-12-18,Family Member,Routine,14.6,Phone,Cancelled,1.88,218,True
REQ-002623,CLT-00258,SVC-09,LOC-07,2025-12-18,Family Member,Priority,61.7,Referral,Completed,2.18,79,True
REQ-002624,CLT-00412,SVC-03,LOC-07,2025-12-18,GP / Clinician,Priority,55.1,Case Manager,Completed,3.42,79,False
REQ-002625,CLT-00408,SVC-01,LOC-09,2025-12-18,Family Member,Priority,35.9,Phone,Completed,0.33,94,True
REQ-002626,CLT-00262,SVC-07,LOC-08,2025-12-18,Case Manager,Emergency,85.1,Phone,Completed,0.89,5,False
REQ-002627,CLT-00287,SVC-07,LOC-05,2025-12-18,Case Manager,Routine,71.2,Referral,Cancelled,0.9,168,True
REQ-002628,CLT-00394,SVC-01,LOC-02,2025-12-18,Family Member,Priority,59.6,Case Manager,Completed,0.42,72,True
REQ-002629,CLT-00025,SVC-02,LOC-07,2025-12-19,Family Member,Priority,14.7,Case Manager,Scheduled,3.13,79,True
REQ-002630,CLT-00136,SVC-02,LOC-01,2025-12-19,Family Member,Routine,39.2,Phone,Cancelled,1.33,168,True
REQ-002631,CLT-00107,SVC-01,LOC-08,2025-12-19,Client,Routine,22.8,Portal,Completed,1.67,218,True
REQ-002632,CLT-00003,SVC-06,LOC-09,2025-12-19,Client,Routine,38.4,Phone,Completed,2.68,218,True
REQ-002633,CLT-00006,SVC-06,LOC-09,2025-12-19,Client,Priority,54.4,Phone,Cancelled,1.23,94,True
REQ-002634,CLT-00004,SVC-09,LOC-06,2025-12-19,Case Manager,Priority,82.7,Phone,Completed,3.02,79,True
REQ-002635,CLT-00103,SVC-01,LOC-10,2025-12-19,Family Member,Routine,18.7,Portal,Completed,1.05,218,True
REQ-002636,CLT-00411,SVC-07,LOC-06,2025-12-19,GP / Clinician,Priority,,Referral,Completed,1.17,79,True
REQ-002637,CLT-00344,SVC-04,LOC-05,2025-12-19,Family Member,Priority,39.8,Referral,Cancelled,0.8,72,True
REQ-002638,CLT-00192,SVC-02,LOC-08,2025-12-19,Family Member,Priority,35.5,Case Manager,Completed,1.62,94,True
REQ-002639,CLT-00291,SVC-01,LOC-03,2025-12-19,Client,Routine,18.9,Phone,Completed,0.96,168,True
REQ-002640,CLT-00233,SVC-07,LOC-09,2025-12-19,Client,Routine,44.3,Referral,Completed,1.1,218,True
REQ-002643,CLT-00260,SVC-05,LOC-10,2025-12-19,Family Member,Routine,14.4,Case Manager,Scheduled,0.91,218,True
REQ-002645,CLT-00268,SVC-02,LOC-04,2025-12-19,Case Manager,Routine,25.2,Portal,Cancelled,0.37,168,True
REQ-002646,CLT-00509,SVC-06,LOC-02,2025-12-19,Client,Urgent,19.9,Case Manager,Completed,0.58,24,True
REQ-002647,CLT-00373,SVC-06,LOC-04,2025-12-20,Case Manager,Priority,34.1,Portal,Cancelled,1.03,72,True
REQ-002648,CLT-00387,SVC-07,LOC-03,2025-12-20,Client,Routine,11.8,Referral,Completed,0.69,168,True
REQ-002649,CLT-00064,SVC-05,LOC-03,2025-12-20,Family Member,Priority,24.5,Phone,Scheduled,0.76,72,True
REQ-002650,CLT-00405,SVC-08,LOC-04,2025-12-20,Client,Urgent,41.4,Case Manager,Completed,0.65,24,True
REQ-002651,CLT-00452,SVC-06,LOC-03,2025-12-20,Client,Routine,12.7,Case Manager,Cancelled,1.51,168,True
REQ-002652,CLT-00245,SVC-02,LOC-01,2025-12-20,Client,Routine,16.4,Portal,Completed,1.24,168,True
REQ-002653,CLT-00027,SVC-05,LOC-03,2025-12-20,GP / Clinician,Priority,36.9,Portal,Completed,0.76,72,True
REQ-002654,CLT-00182,SVC-01,LOC-02,2025-12-20,Case Manager,Priority,43.6,Phone,Completed,1.14,72,True
REQ-002655,CLT-00438,SVC-07,LOC-03,2025-12-20,Client,Routine,13.3,Phone,Completed,3.65,168,True
REQ-002656,CLT-00103,SVC-06,LOC-10,2025-12-20,Case Manager,Routine,13.0,Portal,Cancelled,0.22,218,True
REQ-002657,CLT-00475,SVC-01,LOC-03,2025-12-20,Client,Routine,34.9,Referral,Cancelled,0.24,168,True
REQ-002658,CLT-00474,SVC-02,LOC-04,2025-12-20,Client,Priority,12.1,Portal,Completed,0.89,72,True
REQ-002659,CLT-00467,SVC-05,LOC-05,2025-12-20,GP / Clinician,Emergency,81.1,Portal,Completed,0.13,4,True
REQ-002660,CLT-00095,SVC-05,LOC-04,2025-12-20,Case Manager,Routine,14.5,Phone,Completed,2.0,168,True
REQ-002661,CLT-00095,SVC-04,LOC-04,2025-12-20,Family Member,Routine,11.1,Portal,Cancelled,3.03,168,True
REQ-002662,CLT-00192,SVC-04,LOC-08,2025-12-20,Case Manager,Priority,39.4,Phone,Completed,0.58,94,True
REQ-002663,CLT-00403,SVC-02,LOC-08,2025-12-21,Client,Routine,,Portal,Cancelled,5.0,218,True
REQ-002664,CLT-00385,SVC-07,LOC-01,2025-12-21,Family Member,Urgent,9.9,Referral,Completed,0.55,24,True
REQ-002665,CLT-00250,SVC-05,LOC-05,2025-12-21,Family Member,Priority,17.7,Portal,Completed,0.87,72,True
REQ-002666,CLT-00516,SVC-05,LOC-09,2025-12-21,Family Member,Urgent,39.2,Portal,Completed,0.17,31,True
REQ-002667,CLT-00185,SVC-06,LOC-06,2025-12-21,Family Member,Priority,55.7,Phone,Cancelled,1.56,79,True
REQ-002668,CLT-00321,SVC-01,LOC-10,2025-12-21,Client,Priority,14.2,Case Manager,Completed,0.42,94,True
REQ-002669,CLT-00269,SVC-06,LOC-08,2025-12-21,Case Manager,Urgent,55.4,Phone,Completed,0.41,31,True
REQ-002671,CLT-00345,SVC-06,LOC-02,2025-12-22,Case Manager,Routine,13.5,Portal,Cancelled,0.86,168,True
REQ-002672,CLT-00179,SVC-02,LOC-01,2025-12-22,Case Manager,Priority,7.2,Portal,Completed,0.22,72,True
REQ-002673,CLT-00275,SVC-03,LOC-02,2025-12-22,Case Manager,Priority,63.2,Phone,Completed,0.15,72,True
REQ-002674,CLT-00153,SVC-04,LOC-02,2025-12-22,Case Manager,Routine,20.1,Portal,Scheduled,0.47,168,True
REQ-002675,CLT-00386,SVC-04,LOC-01,2025-12-22,Case Manager,Priority,34.7,Referral,Completed,1.13,72,True
REQ-002676,CLT-00089,SVC-02,LOC-09,2025-12-22,Client,Routine,21.5,Portal,Cancelled,0.91,218,True
REQ-002677,CLT-00414,SVC-09,LOC-02,2025-12-22,Family Member,Priority,80.2,Phone,Cancelled,1.0,72,True
REQ-002678,CLT-00121,SVC-01,LOC-02,2025-12-22,Family Member,Priority,65.5,Referral,Cancelled,0.72,72,True
REQ-002679,CLT-00076,SVC-06,LOC-05,2025-12-22,GP / Clinician,Urgent,78.3,Portal,Cancelled,0.65,24,True
REQ-002680,CLT-00227,SVC-01,LOC-01,2025-12-22,Family Member,Routine,26.2,Portal,Completed,4.41,168,True
REQ-002681,CLT-00473,SVC-08,LOC-08,2025-12-22,Client,Priority,63.5,Case Manager,Scheduled,1.21,94,True
REQ-002683,CLT-00002,SVC-05,LOC-10,2025-12-22,GP / Clinician,Routine,12.7,Phone,Completed,0.95,218,True
REQ-002684,CLT-00520,SVC-07,LOC-03,2025-12-22,Case Manager,Priority,89.8,Portal,Completed,2.39,72,True
REQ-002685,CLT-00268,SVC-06,LOC-04,2025-12-22,Client,Routine,6.1,Portal,Completed,1.34,168,True
REQ-002686,CLT-00166,SVC-05,LOC-02,2025-12-22,Family Member,Emergency,10.6,Portal,Completed,0.57,4,False
REQ-002687,CLT-00372,SVC-07,LOC-09,2025-12-22,Client,Urgent,24.8,Phone,Completed,1.16,31,True
REQ-002688,CLT-00206,SVC-02,LOC-04,2025-12-22,GP / Clinician,Routine,80.0,Phone,Completed,0.64,168,True
REQ-002689,CLT-00458,SVC-02,LOC-02,2025-12-23,GP / Clinician,Priority,46.3,Portal,Completed,0.49,72,True
REQ-002690,CLT-00499,SVC-05,LOC-10,2025-12-23,Family Member,Urgent,94.6,Phone,Completed,3.13,31,False
REQ-002691,CLT-00428,SVC-01,LOC-03,2025-12-23,Family Member,Priority,45.7,Phone,Completed,0.61,72,True
REQ-002692,CLT-00446,SVC-02,LOC-04,2025-12-23,Client,Emergency,10.6,Referral,Completed,0.63,4,False
REQ-002693,CLT-00312,SVC-09,LOC-07,2025-12-23,Family Member,Urgent,15.3,Portal,Completed,0.69,26,True
REQ-002694,CLT-00276,SVC-02,LOC-01,2025-12-23,Family Member,Urgent,61.8,Phone,Completed,1.33,24,False
REQ-002695,CLT-00205,SVC-01,LOC-08,2025-12-23,Family Member,Routine,36.3,Portal,Completed,0.36,218,True
REQ-002696,CLT-00042,SVC-05,LOC-01,2025-12-23,Client,Priority,39.4,Phone,Completed,0.7,72,True
REQ-002697,CLT-00144,SVC-07,LOC-03,2025-12-23,Client,Urgent,39.4,Referral,Completed,0.56,24,True
REQ-002698,CLT-00387,SVC-02,LOC-03,2025-12-23,Family Member,Routine,11.0,Case Manager,Cancelled,0.87,168,True
REQ-002699,CLT-00264,SVC-02,LOC-03,2025-12-23,Family Member,Routine,19.5,Referral,Completed,0.55,168,True
REQ-002700,CLT-00157,SVC-09,LOC-07,2025-12-23,Client,Routine,28.7,Phone,Completed,3.78,185,True
REQ-002701,CLT-00477,SVC-01,LOC-05,2025-12-23,Client,Priority,6.9,Portal,Completed,0.46,72,True
REQ-002702,CLT-00425,SVC-03,LOC-02,2025-12-23,GP / Clinician,Priority,47.7,Referral,Completed,1.01,72,True
REQ-002703,CLT-00214,SVC-04,LOC-04,2025-12-23,Client,Priority,20.9,Phone,Completed,0.32,72,True
REQ-002704,CLT-00103,SVC-01,LOC-10,2025-12-23,Family Member,Priority,19.0,Case Manager,Cancelled,1.08,94,True
REQ-002705,CLT-00062,SVC-01,LOC-10,2025-12-23,Client,Routine,17.0,Portal,Completed,0.4,218,True
REQ-002706,CLT-00019,SVC-09,LOC-07,2025-12-23,Client,Routine,20.0,Portal,Completed,0.89,185,True
REQ-002707,CLT-00049,SVC-06,LOC-06,2025-12-23,Case Manager,Urgent,50.3,Referral,Cancelled,1.14,26,False
REQ-002708,CLT-00144,SVC-05,LOC-03,2025-12-24,Client,Priority,38.0,Portal,Completed,1.75,72,True
REQ-002709,CLT-00057,SVC-01,LOC-04,2025-12-24,Case Manager,Priority,44.3,Portal,Completed,3.18,72,False
REQ-002711,CLT-00229,SVC-05,LOC-01,2025-12-24,GP / Clinician,Emergency,76.4,Referral,Completed,0.57,4,False
REQ-002712,CLT-00404,SVC-06,LOC-06,2025-12-24,Family Member,Priority,42.1,Phone,Completed,2.86,79,True
REQ-002713,CLT-00344,SVC-02,LOC-05,2025-12-24,Client,Routine,38.2,Portal,Cancelled,1.81,168,True
REQ-002714,CLT-00469,SVC-04,LOC-05,2025-12-24,Family Member,Routine,72.5,Phone,Completed,3.34,168,True
REQ-002716,CLT-00186,SVC-03,LOC-03,2025-12-24,Client,Routine,11.0,Portal,Completed,0.56,168,True
REQ-002717,CLT-00037,SVC-03,LOC-03,2025-12-24,Case Manager,Routine,19.3,Phone,Cancelled,1.82,168,True
REQ-002718,CLT-00415,SVC-01,LOC-07,2025-12-24,GP / Clinician,Emergency,66.1,Phone,Cancelled,0.51,4,False
REQ-002719,CLT-00449,SVC-02,LOC-08,2025-12-24,Client,Routine,16.2,Portal,Completed,0.84,218,True
REQ-002720,CLT-00003,SVC-05,LOC-09,2025-12-24,Family Member,Priority,30.7,Phone,Completed,0.22,94,True
REQ-002721,CLT-00023,SVC-01,LOC-10,2025-12-24,Client,Routine,16.3,Phone,Cancelled,0.38,218,True
REQ-002722,CLT-00012,SVC-02,LOC-05,2025-12-24,Family Member,Urgent,82.4,Referral,Completed,0.27,24,True
REQ-002723,CLT-00469,SVC-07,LOC-05,2025-12-24,Client,Emergency,63.2,Referral,Completed,1.07,4,False
REQ-002724,CLT-00314,SVC-05,LOC-10,2025-12-24,Client,Routine,15.2,Phone,Completed,1.64,218,True
REQ-002725,CLT-00408,SVC-07,LOC-09,2025-12-24,Client,Routine,45.1,Phone,Completed,1.61,218,True
REQ-002726,CLT-00042,SVC-07,LOC-01,2025-12-24,Family Member,Urgent,35.6,Portal,Completed,0.54,24,True
REQ-002727,CLT-00445,SVC-02,LOC-02,2025-12-24,Case Manager,Priority,94.7,Phone,Cancelled,0.42,72,True
REQ-002728,CLT-00102,SVC-08,LOC-07,2025-12-24,Client,Routine,23.0,Phone,Completed,2.15,185,True
REQ-002729,CLT-00335,SVC-06,LOC-08,2025-12-24,GP / Clinician,Urgent,58.4,Referral,Completed,2.26,31,False
REQ-002731,CLT-00182,SVC-04,LOC-02,2025-12-25,Family Member,Priority,43.0,Referral,Completed,2.67,72,True
REQ-002732,CLT-00082,SVC-02,LOC-03,2025-12-25,Client,Routine,15.6,Phone,Cancelled,1.17,168,True
REQ-002733,CLT-00221,SVC-07,LOC-02,2025-12-25,GP / Clinician,Priority,85.3,Phone,Completed,2.44,72,True
REQ-002734,CLT-00137,SVC-04,LOC-05,2025-12-25,Family Member,Urgent,60.3,Phone,Completed,0.92,24,True
REQ-002736,CLT-00133,SVC-07,LOC-07,2025-12-25,Family Member,Routine,37.4,Phone,Cancelled,1.56,185,True
REQ-002737,CLT-00309,SVC-06,LOC-06,2025-12-25,Client,Priority,45.1,Case Manager,Completed,0.29,79,True
REQ-002738,CLT-00091,SVC-05,LOC-04,2025-12-25,Case Manager,Urgent,26.2,Phone,Completed,0.28,24,True
REQ-002739,CLT-00328,SVC-01,LOC-03,2025-12-25,Family Member,Routine,18.6,Case Manager,Completed,3.91,168,True
REQ-002740,CLT-00497,SVC-05,LOC-03,2025-12-25,Case Manager,Routine,46.0,Phone,Completed,2.25,168,True
REQ-002741,CLT-00443,SVC-01,LOC-07,2025-12-25,GP / Clinician,Emergency,72.5,Portal,Completed,0.28,4,False
REQ-002742,CLT-00303,SVC-07,LOC-06,2025-12-25,Client,Routine,21.1,Portal,Cancelled,2.13,185,True
REQ-002743,CLT-00263,SVC-05,LOC-06,2025-12-25,Client,Priority,21.3,Phone,Completed,1.93,79,True
REQ-002744,CLT-00291,SVC-03,LOC-03,2025-12-25,Family Member,Priority,4.9,Portal,Completed,1.51,72,True
REQ-002745,CLT-00178,SVC-04,LOC-08,2025-12-25,Client,Urgent,41.1,Referral,Completed,0.81,31,True
REQ-002747,CLT-00243,SVC-05,LOC-07,2025-12-25,Client,Routine,19.3,Portal,Completed,0.71,185,True
REQ-002748,CLT-00452,SVC-03,LOC-03,2025-12-25,Client,Routine,17.3,Phone,Completed,0.71,168,True
REQ-002751,CLT-00034,SVC-01,LOC-10,2025-12-25,Case Manager,Routine,37.3,Phone,Completed,1.33,218,True
REQ-002752,CLT-00014,SVC-06,LOC-02,2025-12-25,Case Manager,Urgent,66.7,Phone,Completed,0.95,24,True
REQ-002753,CLT-00121,SVC-08,LOC-02,2025-12-26,Case Manager,Urgent,57.6,Phone,Completed,0.72,24,True
REQ-002754,CLT-00433,SVC-04,LOC-01,2025-12-26,Client,Routine,34.7,Phone,Completed,1.06,168,True
REQ-002756,CLT-00085,SVC-01,LOC-10,2025-12-26,Family Member,Routine,23.9,Portal,Completed,1.99,218,True
REQ-002757,CLT-00516,SVC-07,LOC-09,2025-12-26,Family Member,Urgent,28.0,Portal,Cancelled,1.08,31,True
REQ-002758,CLT-00169,SVC-08,LOC-05,2025-12-26,GP / Clinician,Urgent,66.4,Case Manager,Completed,0.93,24,True
REQ-002759,CLT-00223,SVC-04,LOC-04,2025-12-26,Case Manager,Priority,44.8,Portal,Completed,1.53,72,True
REQ-002761,CLT-00157,SVC-02,LOC-07,2025-12-26,Client,Routine,10.0,Portal,Cancelled,2.16,185,True
REQ-002762,CLT-00189,SVC-06,LOC-08,2025-12-26,Family Member,Emergency,62.8,Portal,Scheduled,0.16,5,True
REQ-002763,CLT-00305,SVC-07,LOC-08,2025-12-26,Client,Routine,11.2,Phone,Completed,0.48,218,True
REQ-002764,CLT-00414,SVC-07,LOC-02,2025-12-26,GP / Clinician,Urgent,85.3,Referral,Completed,0.43,24,True
REQ-002765,CLT-00496,SVC-07,LOC-01,2025-12-26,Case Manager,Routine,43.7,Referral,Cancelled,0.98,168,True
REQ-002767,CLT-00274,SVC-09,LOC-04,2025-12-26,Case Manager,Priority,71.2,Phone,Cancelled,0.32,72,True
REQ-002768,CLT-00475,SVC-02,LOC-03,2025-12-26,Client,Routine,,Phone,Cancelled,3.59,168,True
REQ-002769,CLT-00311,SVC-01,LOC-10,2025-12-26,Family Member,Routine,35.8,Portal,Completed,1.62,218,True
REQ-002770,CLT-00337,SVC-09,LOC-06,2025-12-26,Client,Routine,4.4,Case Manager,Completed,0.67,185,True
REQ-002771,CLT-00414,SVC-08,LOC-02,2025-12-26,Family Member,Priority,77.1,Phone,Completed,1.03,72,True
REQ-002772,CLT-00322,SVC-07,LOC-07,2025-12-26,Client,Routine,19.6,Portal,Cancelled,0.52,185,True
REQ-002773,CLT-00239,SVC-03,LOC-10,2025-12-26,Case Manager,Urgent,41.8,Phone,Completed,1.09,31,True
REQ-002774,CLT-00073,SVC-06,LOC-10,2025-12-26,Family Member,Priority,66.6,Referral,Cancelled,0.43,94,True
REQ-002775,CLT-00167,SVC-06,LOC-06,2025-12-27,Client,Routine,25.8,Portal,Completed,0.48,185,True
REQ-002777,CLT-00302,SVC-05,LOC-02,2025-12-27,GP / Clinician,Urgent,45.7,Phone,Completed,0.5,24,True
REQ-002778,CLT-00082,SVC-01,LOC-03,2025-12-27,Family Member,Routine,12.9,Phone,Cancelled,0.74,168,True
REQ-002779,CLT-00385,SVC-09,LOC-01,2025-12-27,GP / Clinician,Routine,19.7,Portal,Completed,1.64,168,True
REQ-002780,CLT-00406,SVC-05,LOC-01,2025-12-27,Case Manager,Routine,50.8,Portal,Cancelled,1.1,168,True
REQ-002781,CLT-00349,SVC-07,LOC-08,2025-12-27,Client,Urgent,49.8,Referral,Completed,1.15,31,True
REQ-002782,CLT-00161,SVC-01,LOC-06,2025-12-27,Client,Routine,10.3,Portal,Completed,1.86,185,True
REQ-002783,CLT-00383,SVC-03,LOC-09,2025-12-27,Family Member,Urgent,44.7,Portal,Completed,0.78,31,True
REQ-002784,CLT-00134,SVC-01,LOC-04,2025-12-27,Client,Urgent,70.4,Phone,Completed,0.87,24,True
REQ-002785,CLT-00278,SVC-01,LOC-05,2025-12-27,Case Manager,Urgent,90.9,Phone,Scheduled,0.73,24,True
REQ-002786,CLT-00189,SVC-06,LOC-08,2025-12-27,Client,Urgent,64.5,Referral,Completed,0.72,31,True
